DATE,PLAYER,TEAM,PTS,REB,AST,STL,BLK,RES,LOC,VS,POS,LAT,LON
1964-03-05,Oscar Robertson,CIN,27,15.0,17.0,,,W,HOME,BOS,CIN,39.1811,-84.4553
1964-03-07,Oscar Robertson,CIN,30,17.0,13.0,,,W,HOME,BAL,CIN,39.1811,-84.4553
1964-03-07,Wilt Chamberlain,SFW,47,13.0,10.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1964-03-10,Wilt Chamberlain,SFW,32,22.0,13.0,,,W,HOME,BAL,SFW,37.778457,-122.417369
1964-03-11,Elgin Baylor,LAL,25,12.0,10.0,,,W,HOME,BAL,LAL,34.043056,-118.267222
1964-03-14,Oscar Robertson,CIN,48,11.0,13.0,,,L,AWAY,STL,STL,38.627972,-90.201782
1964-03-16,Wilt Chamberlain,SFW,30,15.0,14.0,,,L,HOME,PHI,SFW,37.778457,-122.417369
1964-03-17,Elgin Baylor,LAL,23,14.0,10.0,,,W,HOME,PHI,LAL,34.043056,-118.267222
1964-10-18,Oscar Robertson,CIN,21,12.0,15.0,,,W,HOME,SFW,CIN,39.1811,-84.4553
1964-10-30,Oscar Robertson,CIN,39,13.0,12.0,,,W,HOME,STL,CIN,39.1811,-84.4553
1964-11-08,Bill Russell,BOS,11,23.0,11.0,,,W,AWAY,CIN,CIN,39.1811,-84.4553
1964-11-17,Oscar Robertson,CIN,33,11.0,10.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1964-11-20,Oscar Robertson,CIN,32,12.0,13.0,,,L,AWAY,LAL,LAL,34.043056,-118.267222
1964-11-25,Oscar Robertson,CIN,40,13.0,14.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1964-11-27,Oscar Robertson,CIN,27,10.0,14.0,,,W,HOME,PHI,CIN,39.1811,-84.4553
1964-12-01,Jerry West,LAL,34,10.0,11.0,,,W,AWAY,PHI,PHI,39.901111,-75.171944
1964-12-02,Oscar Robertson,CIN,27,13.0,15.0,,,L,AWAY,DET,DET,42.6969,-83.24555
1964-12-06,Oscar Robertson,CIN,32,14.0,10.0,,,W,N,BAL,BAL,39.313333,-76.647778
1964-12-19,Oscar Robertson,CIN,30,10.0,12.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1964-12-20,Guy Rodgers,SFW,13,10.0,11.0,,,L,HOME,PHI,SFW,37.778457,-122.417369
1964-12-27,Oscar Robertson,CIN,48,10.0,10.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1965-01-05,Oscar Robertson,CIN,37,11.0,15.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1965-01-06,Oscar Robertson,CIN,28,20.0,16.0,,,W,HOME,NYK,CIN,39.1811,-84.4553
1965-01-08,Oscar Robertson,CIN,26,15.0,16.0,,,W,N,PHI,PHI,39.901111,-75.171944
1965-01-09,Oscar Robertson,CIN,42,21.0,10.0,,,W,AWAY,BAL,BAL,39.313333,-76.647778
1965-01-17,Oscar Robertson,CIN,23,13.0,12.0,,,L,AWAY,BOS,BOS,42.366303,-71.062228
1965-01-26,Oscar Robertson,CIN,26,10.0,15.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1965-01-29,Oscar Robertson,CIN,36,12.0,14.0,,,L,AWAY,LAL,LAL,34.043056,-118.267222
1965-01-31,Oscar Robertson,CIN,35,14.0,13.0,,,L,AWAY,PHI,PHI,39.901111,-75.171944
1965-02-09,Oscar Robertson,CIN,42,16.0,13.0,,,W,HOME,BOS,CIN,39.1811,-84.4553
1965-02-10,Bill Russell,BOS,15,28.0,13.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1965-02-11,Oscar Robertson,CIN,28,11.0,12.0,,,W,N,DET,DET,42.6969,-83.24555
1965-02-13,Oscar Robertson,CIN,37,14.0,14.0,,,W,HOME,PHI,CIN,39.1811,-84.4553
1965-03-12,Oscar Robertson,CIN,37,11.0,14.0,,,W,HOME,BOS,CIN,39.1811,-84.4553
1965-10-17,Oscar Robertson,CIN,37,12.0,13.0,,,W,HOME,BAL,CIN,39.1811,-84.4553
1965-10-30,Wilt Chamberlain,PHI,39,28.0,10.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1965-11-19,Jerry West,LAL,35,11.0,12.0,,,W,HOME,SFW,LAL,34.043056,-118.267222
1965-11-20,Lenny Wilkens,STL,20,12.0,10.0,,,W,HOME,DET,STL,38.627972,-90.201782
1965-11-24,Oscar Robertson,CIN,29,11.0,11.0,,,W,HOME,STL,CIN,39.1811,-84.4553
1965-11-24,Bill Russell,BOS,18,21.0,10.0,,,W,HOME,NYK,BOS,42.366303,-71.062228
1965-11-26,Guy Rodgers,SFW,37,12.0,12.0,,,L,HOME,PHI,SFW,37.778457,-122.417369
1965-12-09,Oscar Robertson,CIN,15,12.0,16.0,,,L,N,SFW,SFW,37.778457,-122.417369
1965-12-11,Oscar Robertson,CIN,33,13.0,12.0,,,L,N,PHI,PHI,39.901111,-75.171944
1965-12-15,Oscar Robertson,CIN,27,11.0,10.0,,,W,AWAY,BOS,BOS,42.366303,-71.062228
1965-12-15,Wilt Chamberlain,PHI,31,23.0,13.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1965-12-22,Oscar Robertson,CIN,43,10.0,11.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1965-12-23,Jerry West,LAL,25,14.0,12.0,,,W,HOME,DET,LAL,34.043056,-118.267222
1965-12-27,Oscar Robertson,CIN,36,11.0,17.0,,,W,HOME,NYK,CIN,39.1811,-84.4553
1966-01-02,Oscar Robertson,CIN,19,10.0,13.0,,,W,HOME,BAL,CIN,39.1811,-84.4553
1966-01-05,Guy Rodgers,SFW,16,12.0,14.0,,,W,N,NYK,NYK,40.750556,-73.993611
1966-01-05,Oscar Robertson,CIN,28,13.0,13.0,,,W,N,DET,DET,42.6969,-83.24555
1966-01-06,Oscar Robertson,CIN,29,12.0,11.0,,,W,N,DET,DET,42.6969,-83.24555
1966-01-08,Oscar Robertson,CIN,35,13.0,11.0,,,W,AWAY,BAL,BAL,39.313333,-76.647778
1966-01-13,Oscar Robertson,CIN,25,13.0,13.0,,,W,N,STL,STL,38.627972,-90.201782
1966-01-28,Elgin Baylor,LAL,11,14.0,10.0,,,W,HOME,BAL,LAL,34.043056,-118.267222
1966-01-29,Bill Russell,BOS,12,27.0,12.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1966-02-14,Wilt Chamberlain,PHI,41,23.0,13.0,,,W,N,DET,DET,42.6969,-83.24555
1966-02-17,Wilt Chamberlain,PHI,30,15.0,13.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1966-02-22,Wilt Chamberlain,PHI,32,19.0,10.0,,,W,N,DET,DET,42.6969,-83.24555
1966-02-23,Jerry West,LAL,29,10.0,13.0,,,W,HOME,CIN,LAL,34.043056,-118.267222
1966-02-23,Wilt Chamberlain,PHI,20,31.0,10.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1966-02-25,Oscar Robertson,CIN,30,11.0,12.0,,,L,AWAY,SFW,SFW,37.778457,-122.417369
1966-03-12,Wilt Chamberlain,PHI,23,23.0,12.0,,,W,HOME,NYK,PHI,39.901111,-75.171944
1966-03-13,Wilt Chamberlain,PHI,25,19.0,10.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1966-03-18,Elgin Baylor,LAL,15,11.0,10.0,,,W,HOME,STL,LAL,34.043056,-118.267222
1966-03-19,Wilt Chamberlain,PHI,39,28.0,12.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1966-10-15,Oscar Robertson,CIN,37,10.0,10.0,,,W,HOME,DET,CIN,39.1811,-84.4553
1966-10-18,Guy Rodgers,CHI,22,10.0,21.0,,,W,HOME,SFW,CHI,41.880556,-87.674167
1966-11-04,Wilt Chamberlain,PHI,30,26.0,13.0,,,W,HOME,SFW,PHI,39.901111,-75.171944
1966-11-04,Oscar Robertson,CIN,36,11.0,11.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1966-11-19,Wilt Chamberlain,PHI,20,17.0,11.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1966-11-20,Jerry Lucas,CIN,22,11.0,10.0,,,W,HOME,BAL,CIN,39.1811,-84.4553
1966-11-26,Wilt Chamberlain,PHI,26,24.0,15.0,,,W,HOME,DET,PHI,39.901111,-75.171944
1966-11-30,Wilt Chamberlain,PHI,23,13.0,10.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1966-12-06,Bill Russell,BOS,13,23.0,11.0,,,W,N,DET,DET,42.6969,-83.24555
1966-12-13,Oscar Robertson,CIN,36,11.0,11.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1966-12-15,Bill Russell,BOS,22,26.0,12.0,,,L,N,STL,STL,38.627972,-90.201782
1966-12-16,Wilt Chamberlain,PHI,22,22.0,10.0,,,W,HOME,STL,PHI,39.901111,-75.171944
1966-12-17,Wilt Chamberlain,PHI,28,27.0,12.0,,,W,N,DET,DET,42.6969,-83.24555
1966-12-21,Wilt Chamberlain,PHI,19,25.0,11.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1966-12-23,Wilt Chamberlain,PHI,24,26.0,14.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1966-12-26,Bill Russell,BOS,13,21.0,10.0,,,W,HOME,LAL,BOS,42.366303,-71.062228
1966-12-26,Wilt Chamberlain,PHI,38,32.0,10.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1967-01-17,Bill Russell,BOS,12,20.0,12.0,,,W,AWAY,CHI,CHI,41.880556,-87.674167
1967-01-17,Guy Rodgers,CHI,13,10.0,10.0,,,L,HOME,BOS,CHI,41.880556,-87.674167
1967-01-21,Oscar Robertson,CIN,35,11.0,14.0,,,W,HOME,DET,CIN,39.1811,-84.4553
1967-01-24,Wilt Chamberlain,PHI,18,28.0,10.0,,,L,HOME,BOS,PHI,39.901111,-75.171944
1967-01-25,Oscar Robertson,CIN,37,10.0,13.0,,,W,HOME,NYK,CIN,39.1811,-84.4553
1967-01-27,Wilt Chamberlain,PHI,17,16.0,10.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1967-01-29,Jerry West,LAL,28,12.0,11.0,,,W,AWAY,CHI,CHI,41.880556,-87.674167
1967-02-05,Wilt Chamberlain,PHI,16,22.0,12.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1967-02-08,Wilt Chamberlain,PHI,27,24.0,13.0,,,W,AWAY,CIN,CIN,39.1811,-84.4553
1967-02-10,Wilt Chamberlain,PHI,37,24.0,12.0,,,W,HOME,LAL,PHI,39.901111,-75.171944
1967-02-15,Wilt Chamberlain,PHI,18,28.0,10.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1967-02-17,Wilt Chamberlain,PHI,15,22.0,17.0,,,W,N,CIN,CIN,39.1811,-84.4553
1967-02-18,Bill Russell,BOS,11,24.0,13.0,,,L,N,SFW,SFW,37.778457,-122.417369
1967-02-18,Oscar Robertson,CIN,31,10.0,17.0,,,L,AWAY,NYK,NYK,40.750556,-73.993611
1967-02-24,Wilt Chamberlain,PHI,42,30.0,10.0,,,W,N,BAL,BAL,39.313333,-76.647778
1967-02-25,Oscar Robertson,CIN,36,10.0,14.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1967-03-02,Wilt Chamberlain,PHI,24,38.0,13.0,,,W,HOME,SFW,PHI,39.901111,-75.171944
1967-03-03,Wilt Chamberlain,PHI,19,21.0,12.0,,,W,N,DET,DET,42.6969,-83.24555
1967-03-05,Wilt Chamberlain,PHI,10,25.0,16.0,,,W,HOME,DET,PHI,39.901111,-75.171944
1967-03-06,Wilt Chamberlain,PHI,22,20.0,11.0,,,W,N,LAL,LAL,34.043056,-118.267222
1967-03-18,Wilt Chamberlain,PHI,26,17.0,15.0,,,W,HOME,BAL,PHI,39.901111,-75.171944
1967-10-21,Wilt Chamberlain,PHI,17,22.0,10.0,,,W,HOME,DET,PHI,39.901111,-75.171944
1967-10-24,Lenny Wilkens,STL,30,12.0,13.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1967-10-27,Elgin Baylor,LAL,27,20.0,11.0,,,W,HOME,CHI,LAL,34.043056,-118.267222
1967-10-29,Elgin Baylor,LAL,20,10.0,11.0,,,W,HOME,BAL,LAL,34.043056,-118.267222
1967-11-01,Wilt Chamberlain,PHI,19,22.0,13.0,,,W,HOME,BAL,PHI,39.901111,-75.171944
1967-11-11,Wilt Chamberlain,PHI,16,28.0,12.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1967-11-23,Jerry West,LAL,19,14.0,12.0,,,W,HOME,DET,LAL,34.043056,-118.267222
1967-12-09,Wilt Chamberlain,PHI,15,24.0,10.0,,,W,AWAY,BAL,BAL,39.313333,-76.647778
1967-12-25,Oscar Robertson,CIN,26,10.0,11.0,,,W,HOME,SEA,CIN,39.1811,-84.4553
1967-12-25,John Havlicek,BOS,21,13.0,10.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1967-12-26,Wilt Chamberlain,PHI,20,26.0,10.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1967-12-27,Oscar Robertson,CIN,34,11.0,12.0,,,W,HOME,LAL,CIN,39.1811,-84.4553
1968-01-05,Oscar Robertson,CIN,43,12.0,11.0,,,L,AWAY,DET,DET,42.6969,-83.24555
1968-01-06,Wilt Chamberlain,PHI,26,23.0,10.0,,,W,AWAY,STL,STL,38.627972,-90.201782
1968-01-13,Wilt Chamberlain,PHI,27,20.0,10.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1968-01-25,Wilt Chamberlain,PHI,14,11.0,14.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1968-01-26,Wilt Chamberlain,PHI,22,22.0,12.0,,,W,HOME,CIN,PHI,39.901111,-75.171944
1968-01-28,Wilt Chamberlain,PHI,19,24.0,11.0,,,L,AWAY,BOS,BOS,42.366303,-71.062228
1968-01-28,Walt Frazier,NYK,23,15.0,10.0,,,W,HOME,SFW,NYK,40.750556,-73.993611
1968-01-30,Wilt Chamberlain,PHI,23,29.0,13.0,,,W,HOME,BOS,PHI,39.901111,-75.171944
1968-02-02,Wilt Chamberlain,PHI,22,25.0,21.0,,,W,HOME,DET,PHI,39.901111,-75.171944
1968-02-04,Wilt Chamberlain,PHI,19,27.0,16.0,,,W,HOME,SFW,PHI,39.901111,-75.171944
1968-02-07,Wilt Chamberlain,PHI,21,21.0,14.0,,,W,N,SDR,SDR,32.755278,-117.212222
1968-02-09,Wilt Chamberlain,PHI,20,17.0,11.0,,,W,HOME,CHI,PHI,39.901111,-75.171944
1968-02-10,Walt Frazier,NYK,23,15.0,15.0,,,W,HOME,PHI,NYK,40.750556,-73.993611
1968-02-11,Wilt Chamberlain,PHI,21,26.0,13.0,,,W,N,STL,STL,38.627972,-90.201782
1968-02-13,Wilt Chamberlain,PHI,16,25.0,14.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1968-02-14,Wilt Chamberlain,PHI,35,24.0,15.0,,,W,N,SEA,SEA,47.622,-122.354
1968-02-14,Bill Russell,BOS,13,23.0,10.0,,,W,N,DET,DET,42.6969,-83.24555
1968-02-16,Wilt Chamberlain,PHI,20,19.0,13.0,,,W,AWAY,SDR,SDR,32.755278,-117.212222
1968-02-17,Oscar Robertson,CIN,24,14.0,16.0,,,W,HOME,BAL,CIN,39.1811,-84.4553
1968-02-23,Wilt Chamberlain,PHI,31,32.0,12.0,,,W,HOME,DET,PHI,39.901111,-75.171944
1968-02-26,John Havlicek,BOS,24,16.0,,,,W,AWAY,SDR,SDR,32.755278,-117.212222
1968-02-29,Oscar Robertson,CIN,27,10.0,15.0,,,W,AWAY,SDR,SDR,32.755278,-117.212222
1968-03-01,Oscar Robertson,CIN,31,10.0,10.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1968-03-05,Wilt Chamberlain,PHI,31,21.0,15.0,,,W,HOME,SDR,PHI,39.901111,-75.171944
1968-03-06,Wilt Chamberlain,PHI,22,19.0,13.0,,,L,AWAY,CIN,CIN,39.1811,-84.4553
1968-03-08,Wilt Chamberlain,PHI,13,24.0,10.0,,,W,HOME,BOS,PHI,39.901111,-75.171944
1968-03-10,Oscar Robertson,CIN,29,10.0,10.0,,,W,AWAY,BOS,BOS,42.366303,-71.062228
1968-03-10,Wilt Chamberlain,PHI,28,27.0,10.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1968-03-12,Wilt Chamberlain,PHI,22,30.0,12.0,,,W,N,CHI,CHI,41.880556,-87.674167
1968-03-13,Wilt Chamberlain,PHI,16,20.0,10.0,,,L,HOME,NYK,PHI,39.901111,-75.171944
1968-03-15,Wilt Chamberlain,PHI,25,21.0,13.0,,,W,HOME,BAL,PHI,39.901111,-75.171944
1968-03-16,Wilt Chamberlain,PHI,35,15.0,10.0,,,W,AWAY,CHI,CHI,41.880556,-87.674167
1968-03-18,Wilt Chamberlain,PHI,53,32.0,14.0,,,W,HOME,LAL,PHI,39.901111,-75.171944
1968-03-19,Oscar Robertson,CIN,21,11.0,13.0,,,W,AWAY,PHI,PHI,39.901111,-75.171944
1968-03-19,Wilt Chamberlain,PHI,22,27.0,19.0,,,L,HOME,CIN,PHI,39.901111,-75.171944
1968-03-19,Elgin Baylor,LAL,35,21.0,13.0,,,W,HOME,SDR,LAL,34.043056,-118.267222
1968-03-20,Wilt Chamberlain,PHI,26,17.0,12.0,,,W,AWAY,BAL,BAL,39.313333,-76.647778
1968-10-27,Elgin Baylor,LAL,32,16.0,10.0,,,W,HOME,SDR,LAL,34.043056,-118.267222
1968-11-01,Elgin Baylor,LAL,25,13.0,10.0,,,L,HOME,CHI,LAL,34.043056,-118.267222
1968-11-03,Elgin Baylor,LAL,40,14.0,12.0,,,W,AWAY,PHO,PHO,33.445833,-112.071389
1968-11-15,Lenny Wilkens,SEA,30,12.0,14.0,,,W,HOME,PHO,SEA,47.622,-122.354
1968-12-07,Lenny Wilkens,SEA,18,10.0,12.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1968-12-07,Jerry Lucas,CIN,31,25.0,,,,L,HOME,BOS,CIN,39.1811,-84.4553
1968-12-11,Oscar Robertson,CIN,34,12.0,12.0,,,W,HOME,SDR,CIN,39.1811,-84.4553
1968-12-14,Oscar Robertson,CIN,29,11.0,11.0,,,W,HOME,MIL,CIN,39.1811,-84.4553
1968-12-15,Oscar Robertson,CIN,26,14.0,17.0,,,W,N,PHO,PHO,33.445833,-112.071389
1968-12-29,Walt Frazier,NYK,26,11.0,13.0,,,W,N,SEA,SEA,47.622,-122.354
1968-12-30,Lenny Wilkens,SEA,18,10.0,12.0,,,W,HOME,PHO,SEA,47.622,-122.354
1969-01-07,Wilt Chamberlain,LAL,15,18.0,10.0,,,W,AWAY,BAL,BAL,39.313333,-76.647778
1969-01-09,Jerry Lucas,CIN,16,20.0,11.0,,,L,N,SEA,SEA,47.622,-122.354
1969-01-20,Bill Russell,BOS,13,18.0,13.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1969-02-04,Walt Frazier,NYK,16,10.0,15.0,,,W,HOME,ATL,NYK,40.750556,-73.993611
1969-02-06,Oscar Robertson,CIN,31,13.0,11.0,,,W,N,PHO,PHO,33.445833,-112.071389
1969-02-08,Walt Frazier,NYK,16,10.0,11.0,,,W,HOME,BAL,NYK,40.750556,-73.993611
1969-02-08,Wilt Chamberlain,LAL,23,22.0,10.0,,,W,AWAY,PHO,PHO,33.445833,-112.071389
1969-02-09,Elgin Baylor,LAL,23,13.0,16.0,,,W,HOME,PHO,LAL,34.043056,-118.267222
1969-02-12,Walt Frazier,NYK,20,10.0,12.0,,,W,HOME,PHO,NYK,40.750556,-73.993611
1969-02-15,Walt Frazier,NYK,24,14.0,13.0,,,W,HOME,SFW,NYK,40.750556,-73.993611
1969-02-16,Lenny Wilkens,SEA,34,14.0,12.0,,,W,HOME,DET,SEA,47.622,-122.354
1969-02-22,Walt Frazier,NYK,30,11.0,12.0,,,L,HOME,SDR,NYK,40.750556,-73.993611
1969-02-23,Oscar Robertson,CIN,31,10.0,16.0,,,L,HOME,BAL,CIN,39.1811,-84.4553
1969-02-28,Elgin Baylor,LAL,31,12.0,11.0,,,W,HOME,PHO,LAL,34.043056,-118.267222
1969-03-01,Wilt Chamberlain,LAL,15,11.0,11.0,,,W,AWAY,SDR,SDR,32.755278,-117.212222
1969-03-07,Bill Russell,BOS,11,18.0,10.0,,,L,AWAY,LAL,LAL,34.043056,-118.267222
1969-03-09,Bill Russell,BOS,14,13.0,10.0,,,W,HOME,SFW,BOS,42.366303,-71.062228
1969-03-11,Walt Frazier,NYK,16,14.0,15.0,,,W,HOME,PHI,NYK,40.750556,-73.993611
1969-03-12,Lenny Wilkens,SEA,36,14.0,14.0,,,W,N,SDR,SDR,32.755278,-117.212222
1969-03-14,Wilt Chamberlain,LAL,15,20.0,11.0,,,W,HOME,MIL,LAL,34.043056,-118.267222
1969-03-21,Walt Frazier,NYK,24,11.0,14.0,,,W,AWAY,PHO,PHO,33.445833,-112.071389
1969-03-22,Oscar Robertson,CIN,27,10.0,13.0,,,W,HOME,SEA,CIN,39.1811,-84.4553
1969-03-24,Oscar Robertson,CIN,20,10.0,16.0,,,W,AWAY,PHI,PHI,39.901111,-75.171944
1969-10-24,Oscar Robertson,CIN,35,12.0,10.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1969-11-02,Lenny Wilkens,SEA,19,10.0,11.0,,,L,AWAY,ATL,ATL,33.757222,-84.396389
1969-11-05,Norm Van Lier,CIN,13,10.0,11.0,,,W,HOME,SDR,CIN,39.1811,-84.4553
1969-11-07,Elgin Baylor,LAL,24,10.0,11.0,,,L,HOME,PHO,LAL,34.043056,-118.267222
1969-11-12,Oscar Robertson,CIN,25,10.0,12.0,,,W,HOME,BOS,CIN,39.1811,-84.4553
1969-12-06,Lenny Wilkens,SEA,33,10.0,11.0,,,W,N,BAL,BAL,39.313333,-76.647778
1969-12-10,John Havlicek,BOS,20,10.0,11.0,,,W,HOME,LAL,BOS,42.366303,-71.062228
1969-12-19,Walt Frazier,NYK,20,12.0,11.0,,,W,AWAY,CHI,CHI,41.880556,-87.674167
1970-01-07,Walt Frazier,NYK,21,10.0,10.0,,,W,AWAY,SFW,SFW,37.778457,-122.417369
1970-01-15,Oscar Robertson,CIN,23,10.0,11.0,,,L,AWAY,CHI,CHI,41.880556,-87.674167
1970-01-24,Lenny Wilkens,SEA,19,13.0,12.0,,,L,HOME,LAL,SEA,47.622,-122.354
1970-01-25,Oscar Robertson,CIN,41,10.0,15.0,,,W,HOME,BAL,CIN,39.1811,-84.4553
1970-01-28,John Havlicek,BOS,22,11.0,10.0,,,W,HOME,PHI,BOS,42.366303,-71.062228
1970-01-30,Lenny Wilkens,SEA,22,11.0,14.0,,,L,AWAY,SDR,SDR,32.755278,-117.212222
1970-02-08,John Havlicek,BOS,24,10.0,10.0,,,W,HOME,CIN,BOS,42.366303,-71.062228
1970-02-11,John Havlicek,BOS,30,11.0,13.0,,,W,AWAY,NYK,NYK,40.750556,-73.993611
1970-02-21,Oscar Robertson,CIN,28,14.0,11.0,,,W,HOME,CHI,CIN,39.1811,-84.4553
1970-02-25,John Havlicek,BOS,36,14.0,10.0,,,W,HOME,SDR,BOS,42.366303,-71.062228
1970-03-10,John Havlicek,BOS,20,12.0,11.0,,,L,AWAY,DET,DET,42.6969,-83.24555
1970-03-12,Oscar Robertson,CIN,28,12.0,13.0,,,W,HOME,SDR,CIN,39.1811,-84.4553
1970-03-18,John Havlicek,BOS,22,10.0,12.0,,,W,AWAY,LAL,LAL,34.043056,-118.267222
1970-03-20,Wes Unseld,BAL,16,29.0,13.0,,,W,AWAY,CHI,CHI,41.880556,-87.674167
1970-03-22,John Havlicek,BOS,22,11.0,13.0,,,W,HOME,NYK,BOS,42.366303,-71.062228
1970-10-17,John Havlicek,BOS,23,12.0,10.0,,,L,AWAY,SEA,SEA,47.622,-122.354
1970-10-17,John Havlicek,BOS,23,12.0,10.0,,,L,AWAY,SEA,SEA,47.622,-122.354
1970-10-18,John Havlicek,BOS,38,14.0,13.0,,,W,AWAY,POR,POR,45.531667,-122.666667
1970-10-18,John Havlicek,BOS,38,14.0,13.0,,,W,AWAY,POR,POR,45.531667,-122.666667
1970-10-20,Walt Frazier,NYK,23,13.0,11.0,,,W,HOME,LAL,NYK,40.750556,-73.993611
1970-10-28,Norm Van Lier,CIN,23,13.0,13.0,,,W,HOME,SEA,CIN,39.1811,-84.4553
1970-10-30,Lenny Wilkens,SEA,35,10.0,10.0,,,W,AWAY,POR,POR,45.531667,-122.666667
1970-10-30,John Havlicek,BOS,33,11.0,11.0,,,W,HOME,PHO,BOS,42.366303,-71.062228
1970-10-30,John Havlicek,BOS,33,11.0,11.0,,,W,HOME,PHO,BOS,42.366303,-71.062228
1970-11-04,Walt Frazier,NYK,25,12.0,10.0,,,W,AWAY,SDR,SDR,32.755278,-117.212222
1970-11-06,Jerry West,LAL,32,11.0,13.0,,,W,HOME,NYK,LAL,34.043056,-118.267222
1970-11-08,Walt Frazier,NYK,28,10.0,12.0,,,W,AWAY,POR,POR,45.531667,-122.666667
1970-11-21,Norm Van Lier,CIN,14,12.0,13.0,,,W,HOME,DET,CIN,39.1811,-84.4553
1970-11-24,Bob Kauffman,BUF,26,17.0,11.0,,,W,HOME,PHO,BUF,42.878056,-78.8775
1970-11-27,John Havlicek,BOS,33,10.0,10.0,,,W,HOME,BAL,BOS,42.366303,-71.062228
1970-11-27,John Havlicek,BOS,33,10.0,10.0,,,W,HOME,BAL,BOS,42.366303,-71.062228
1970-12-06,Norm Van Lier,CIN,21,11.0,15.0,,,L,AWAY,BAL,BAL,39.313333,-76.647778
1970-12-07,Norm Van Lier,CIN,15,15.0,13.0,,,W,N,SFW,SFW,37.778457,-122.417369
1970-12-08,John Havlicek,BOS,34,16.0,12.0,,,W,AWAY,BUF,BUF,42.878056,-78.8775
1970-12-08,John Havlicek,BOS,34,16.0,12.0,,,W,AWAY,BUF,BUF,42.878056,-78.8775
1970-12-11,Wilt Chamberlain,LAL,22,25.0,11.0,,,W,AWAY,SEA,SEA,47.622,-122.354
1970-12-18,Wes Unseld,BAL,18,16.0,10.0,,,L,N,ATL,ATL,33.757222,-84.396389
1970-12-20,Norm Van Lier,CIN,28,12.0,14.0,,,L,N,DET,DET,42.6969,-83.24555
1970-12-20,Billy Cunningham,PHI,31,27.0,11.0,,,W,AWAY,POR,POR,45.531667,-122.666667
1970-12-20,Walt Frazier,NYK,26,13.0,11.0,,,W,AWAY,PHO,PHO,33.445833,-112.071389
1970-12-22,Billy Cunningham,PHI,25,11.0,10.0,,,W,AWAY,PHO,PHO,33.445833,-112.071389
1970-12-25,Billy Cunningham,PHI,21,18.0,13.0,,,W,HOME,DET,PHI,39.901111,-75.171944
1970-12-26,John Johnson,CLE,33,12.0,12.0,,,W,HOME,BUF,CLE,41.496389,-81.688056
1971-01-06,Norm Van Lier,CIN,28,11.0,13.0,,,W,HOME,POR,CIN,39.1811,-84.4553
1971-01-08,Norm Van Lier,CIN,20,10.0,12.0,,,L,AWAY,DET,DET,42.6969,-83.24555
1971-01-09,Kareem Abdul-Jabbar,MIL,27,14.0,10.0,,,W,HOME,DET,MIL,43.045028,-87.918167
1971-01-26,Wilt Chamberlain,LAL,11,14.0,10.0,,,W,HOME,CHI,LAL,34.043056,-118.267222
1971-01-27,Jerry Lucas,SFW,24,16.0,10.0,,,W,AWAY,DET,DET,42.6969,-83.24555
1971-01-29,John Havlicek,BOS,27,12.0,11.0,,,L,HOME,NYK,BOS,42.366303,-71.062228
1971-01-29,John Havlicek,BOS,27,12.0,11.0,,,L,HOME,NYK,BOS,42.366303,-71.062228
